,filename,dimensionality,noise,snr,cnr,psnr,ssim,mi,reflection_err,EVR,msk_vol,spc0,spc1,spc2,org0,org1,org2,dimx,dimy,dimz,dimt,slice,modality,mriseries,mrimfg,mrimodel,mriMagneticFieldStrength,mriSAR,mriPixelBandwidth,mriPixelBandwidthPE,dti_bvalueMax,dti_bvecnorm,ol_loop,ol_lof,ol_lof_decision
54,NNL_1001-0370_run-001_perf_000,4,0.026663298,7.5835342,6.887367,22.873334884643555,0.8545260719809621,-0.7585603922751633,0.027159844,0.40234375,1992698.4375,1.875,1.875,4.0,-120.5,113.00152587890624,-56.98305130004883,106,116,36,25,0,perf,,Siemens,Prisma_fit,3,0.515398,2440,,,,0.09683597450517696,0.028441511898635946,0.0
55,NNL_1001-0372_run-001_perf_000,4,0.028878862,8.716131,8.088899,22.8794264793396,0.8634805232616026,-0.8894517006349142,0.034959383,0.38671875,1965839.0625,1.875,1.875,4.0,-121.46612548828124,116.10076904296876,-22.27118682861328,92,114,36,25,0,perf,,Siemens,Prisma_fit,3,0.53508,2440,,,,0.2517436197841191,0.007103399880772166,0.0
56,NNL_1001-0373_run-001_perf_000,4,0.024738135,7.734079,7.0834928,23.55587720870972,0.8834062615785732,-0.825735371014377,0.026468378,0.376953125,1964671.875,1.875,1.875,4.0,-128.6356201171875,113.00152587890624,-50.16464614868164,98,118,36,25,0,perf,,Siemens,Prisma_fit,3,0.50688,2440,,,,0.1461422430408854,0.007234792319566076,0.0
57,NNL_1001-0375_run-001_perf_000,4,0.027538652,7.1025496,6.334114,20.867693424224854,0.8320411919965256,-0.905175698529951,0.020627463,0.36328125,2008068.75,1.875,1.875,4.0,-123.38983154296876,95.5726318359375,-75.9554672241211,89,120,36,25,0,perf,,Siemens,Prisma_fit,3,0.363234,2440,,,,0.131224320034065,0.028415138559170258,0.0
58,NNL_1001-0376_run-001_perf_000,4,0.025398316,6.7844048,6.0605984,23.0505633354187,0.8571370195474098,-0.7900958589527975,0.022872942,0.419921875,1982475.0,1.875,1.875,4.0,-120.0,104.9249267578125,-22.400707244873047,101,116,36,25,0,perf,,Siemens,Prisma_fit,3,0.534991,2440,,,,0.0,0.02011983255929659,0.0
59,NNL_1001-0377_run-001_perf_000,4,0.030908879,7.974967,7.3393903,23.822813034057617,0.8896867357462616,-0.8189032827846872,0.030380413,0.478515625,2314800.0,1.875,1.875,4.0,-124.06781005859376,100.745849609375,-63.01103210449219,108,117,36,25,0,perf,,Siemens,Prisma_fit,3,0.489614,2440,,,,0.23476747985558036,0.023688779071787954,0.0
60,NNL_1001-0379_run-001_perf_000,4,0.027570156,6.9041767,6.211915,22.204525470733643,0.8608953963189364,-0.8832007160735759,0.018264234,0.396484375,2059537.5,1.875,1.875,4.0,-121.35595703125,105.11395263671876,-59.32089614868164,94,109,36,25,0,perf,,Siemens,Prisma_fit,3,0.492754,2440,,,,0.06836847458940658,0.007456416860812615,0.0
61,NNL_1001-0380_run-001_perf_000,4,0.028549451,6.8349123,6.141517,24.896912574768063,0.9182939261360497,-0.9547335783312736,0.030473258,0.326171875,2669231.25,1.875,1.875,4.0,-120.0,102.61358642578124,-11.64815902709961,99,124,36,25,0,perf,,Siemens,Prisma_fit,3,0.650228,2440,,,,0.2436558501316529,0.13265188704341482,0.0
62,NNL_1001-0383_run-001_perf_000,4,0.031732474,6.746087,6.01836,22.7532172203064,0.8858273578833471,-0.9513860461133932,0.024789358,0.470703125,2478839.0625,1.875,1.875,4.0,-120.5,103.3990478515625,-64.88357543945312,103,111,36,25,0,perf,,Siemens,Prisma_fit,3,0.565955,2440,,,,0.38683511810486143,0.05966402539780172,0.0
63,NNL_1001-0384_run-001_perf_000,4,0.027561702,6.7628856,6.0517592,24.149882793426517,0.8769240920959457,-0.8523352418167925,0.031160982,0.3671875,2389767.1875,1.875,1.875,4.0,-123.88983154296876,108.61956787109376,-42.72639465332031,104,117,36,25,0,perf,,Siemens,Prisma_fit,3,0.396928,2440,,,,0.0,0.026133707442833085,0.0
